Date,maxtempC,mintempC,tempC,Day,Month,Year
30/06/2017,35,30,35,30,6,2017
01/07/2017,34,29,34,1,7,2017
02/07/2017,34,29,34,2,7,2017
03/07/2017,34,29,34,3,7,2017
04/07/2017,33,30,33,4,7,2017
05/07/2017,33,29,33,5,7,2017
06/07/2017,30,29,30,6,7,2017
07/07/2017,31,29,31,7,7,2017
08/07/2017,33,28,33,8,7,2017
09/07/2017,31,28,31,9,7,2017
10/07/2017,31,28,31,10,7,2017
11/07/2017,30,29,30,11,7,2017
12/07/2017,30,28,30,12,7,2017
13/07/2017,32,28,32,13,7,2017
14/07/2017,32,27,32,14,7,2017
15/07/2017,31,27,31,15,7,2017
16/07/2017,32,27,32,16,7,2017
17/07/2017,34,28,34,17,7,2017
18/07/2017,33,28,33,18,7,2017
19/07/2017,34,28,34,19,7,2017
20/07/2017,36,30,36,20,7,2017
21/07/2017,33,29,33,21,7,2017
22/07/2017,31,28,31,22,7,2017
23/07/2017,31,27,31,23,7,2017
24/07/2017,31,27,31,24,7,2017
25/07/2017,30,27,30,25,7,2017
26/07/2017,31,28,31,26,7,2017
27/07/2017,31,28,31,27,7,2017
28/07/2017,31,28,31,28,7,2017
29/07/2017,29,27,29,29,7,2017
30/07/2017,31,27,31,30,7,2017
31/07/2017,30,28,30,31,7,2017
01/08/2017,29,27,29,1,8,2017
02/08/2017,30,27,30,2,8,2017
03/08/2017,29,27,29,3,8,2017
04/08/2017,30,27,30,4,8,2017
05/08/2017,30,27,30,5,8,2017
06/08/2017,32,27,32,6,8,2017
07/08/2017,29,27,29,7,8,2017
08/08/2017,31,27,31,8,8,2017
09/08/2017,32,27,32,9,8,2017
10/08/2017,31,27,31,10,8,2017
11/08/2017,31,28,31,11,8,2017
12/08/2017,30,27,30,12,8,2017
13/08/2017,29,27,29,13,8,2017
14/08/2017,29,27,29,14,8,2017
15/08/2017,31,27,31,15,8,2017
16/08/2017,31,27,31,16,8,2017
17/08/2017,30,27,30,17,8,2017
18/08/2017,31,27,31,18,8,2017
19/08/2017,30,27,30,19,8,2017
20/08/2017,31,27,31,20,8,2017
21/08/2017,35,27,35,21,8,2017
22/08/2017,34,28,34,22,8,2017
23/08/2017,32,28,32,23,8,2017
24/08/2017,32,28,32,24,8,2017
25/08/2017,32,28,32,25,8,2017
26/08/2017,31,28,31,26,8,2017
27/08/2017,32,27,32,27,8,2017
28/08/2017,34,27,34,28,8,2017
29/08/2017,38,28,38,29,8,2017
30/08/2017,38,30,38,30,8,2017
31/08/2017,34,29,34,31,8,2017
01/09/2017,32,28,32,1,9,2017
02/09/2017,31,27,31,2,9,2017
03/09/2017,31,27,31,3,9,2017
04/09/2017,31,27,31,4,9,2017
05/09/2017,30,27,30,5,9,2017
06/09/2017,30,27,30,6,9,2017
07/09/2017,30,27,30,7,9,2017
08/09/2017,31,27,31,8,9,2017
09/09/2017,31,27,31,9,9,2017
10/09/2017,31,27,31,10,9,2017
11/09/2017,30,27,30,11,9,2017
12/09/2017,32,27,32,12,9,2017
13/09/2017,32,27,32,13,9,2017
14/09/2017,32,27,32,14,9,2017
15/09/2017,33,27,33,15,9,2017
16/09/2017,34,27,34,16,9,2017
17/09/2017,35,27,35,17,9,2017
18/09/2017,35,28,35,18,9,2017
19/09/2017,37,28,37,19,9,2017
20/09/2017,38,27,38,20,9,2017
21/09/2017,33,27,33,21,9,2017
22/09/2017,32,27,32,22,9,2017
23/09/2017,31,26,31,23,9,2017
24/09/2017,31,27,31,24,9,2017
25/09/2017,31,26,31,25,9,2017
26/09/2017,31,26,31,26,9,2017
27/09/2017,32,26,32,27,9,2017
28/09/2017,31,26,31,28,9,2017
29/09/2017,31,26,31,29,9,2017
30/09/2017,32,26,32,30,9,2017
01/10/2017,33,26,33,1,10,2017
02/10/2017,32,27,32,2,10,2017
03/10/2017,32,27,32,3,10,2017
04/10/2017,32,27,32,4,10,2017
05/10/2017,32,26,32,5,10,2017
06/10/2017,29,26,29,6,10,2017
07/10/2017,36,27,36,7,10,2017
08/10/2017,35,28,35,8,10,2017
09/10/2017,35,27,35,9,10,2017
10/10/2017,38,28,38,10,10,2017
11/10/2017,38,30,38,11,10,2017
12/10/2017,39,30,39,12,10,2017
13/10/2017,37,29,37,13,10,2017
14/10/2017,35,28,35,14,10,2017
15/10/2017,34,27,34,15,10,2017
16/10/2017,34,27,34,16,10,2017
17/10/2017,34,26,34,17,10,2017
18/10/2017,34,26,34,18,10,2017
19/10/2017,35,27,35,19,10,2017
20/10/2017,35,27,35,20,10,2017
21/10/2017,34,28,34,21,10,2017
22/10/2017,32,27,32,22,10,2017
23/10/2017,31,27,31,23,10,2017
24/10/2017,32,26,32,24,10,2017
25/10/2017,34,26,34,25,10,2017
26/10/2017,33,26,33,26,10,2017
27/10/2017,31,26,31,27,10,2017
28/10/2017,32,25,32,28,10,2017
29/10/2017,32,25,32,29,10,2017
30/10/2017,34,26,34,30,10,2017
31/10/2017,34,27,34,31,10,2017
01/11/2017,33,26,33,1,11,2017
02/11/2017,32,25,32,2,11,2017
03/11/2017,31,24,31,3,11,2017
04/11/2017,33,25,33,4,11,2017
05/11/2017,34,26,34,5,11,2017
06/11/2017,34,26,34,6,11,2017
07/11/2017,33,26,33,7,11,2017
08/11/2017,31,25,31,8,11,2017
09/11/2017,31,24,31,9,11,2017
10/11/2017,32,24,32,10,11,2017
11/11/2017,32,25,32,11,11,2017
12/11/2017,31,25,31,12,11,2017
13/11/2017,28,24,28,13,11,2017
14/11/2017,30,24,30,14,11,2017
15/11/2017,29,23,29,15,11,2017
16/11/2017,28,23,28,16,11,2017
17/11/2017,27,22,27,17,11,2017
18/11/2017,27,21,27,18,11,2017
19/11/2017,28,21,28,19,11,2017
20/11/2017,27,21,27,20,11,2017
21/11/2017,27,21,27,21,11,2017
22/11/2017,28,20,28,22,11,2017
23/11/2017,27,20,27,23,11,2017
24/11/2017,27,21,27,24,11,2017
25/11/2017,28,21,28,25,11,2017
26/11/2017,30,22,30,26,11,2017
27/11/2017,30,23,30,27,11,2017
28/11/2017,29,23,29,28,11,2017
29/11/2017,29,22,29,29,11,2017
30/11/2017,30,23,30,30,11,2017
01/12/2017,29,22,29,1,12,2017
02/12/2017,29,21,29,2,12,2017
03/12/2017,29,21,29,3,12,2017
04/12/2017,27,22,27,4,12,2017
05/12/2017,26,18,26,5,12,2017
06/12/2017,26,19,26,6,12,2017
07/12/2017,25,18,25,7,12,2017
08/12/2017,27,19,27,8,12,2017
09/12/2017,27,19,27,9,12,2017
10/12/2017,28,21,28,10,12,2017
11/12/2017,25,19,25,11,12,2017
12/12/2017,25,19,25,12,12,2017
13/12/2017,24,19,24,13,12,2017
14/12/2017,25,18,25,14,12,2017
15/12/2017,23,17,23,15,12,2017
16/12/2017,24,17,24,16,12,2017
17/12/2017,25,18,25,17,12,2017
18/12/2017,27,20,27,18,12,2017
19/12/2017,27,20,27,19,12,2017
20/12/2017,28,21,28,20,12,2017
21/12/2017,28,21,28,21,12,2017
22/12/2017,28,21,28,22,12,2017
23/12/2017,27,20,27,23,12,2017
24/12/2017,28,20,28,24,12,2017
25/12/2017,29,21,29,25,12,2017
26/12/2017,27,20,27,26,12,2017
27/12/2017,27,20,27,27,12,2017
28/12/2017,29,20,29,28,12,2017
29/12/2017,28,21,28,29,12,2017
30/12/2017,26,20,26,30,12,2017
31/12/2017,25,18,25,31,12,2017
01/01/2018,25,18,25,1,1,2018
02/01/2018,25,18,25,2,1,2018
03/01/2018,25,18,25,3,1,2018
04/01/2018,25,20,25,4,1,2018
05/01/2018,25,19,25,5,1,2018
06/01/2018,24,18,24,6,1,2018
07/01/2018,24,18,24,7,1,2018
08/01/2018,24,18,24,8,1,2018
09/01/2018,26,19,26,9,1,2018
10/01/2018,27,19,27,10,1,2018
11/01/2018,25,21,25,11,1,2018
12/01/2018,27,22,27,12,1,2018
13/01/2018,27,22,27,13,1,2018
14/01/2018,28,20,28,14,1,2018
15/01/2018,29,21,29,15,1,2018
16/01/2018,27,21,27,16,1,2018
17/01/2018,26,20,26,17,1,2018
18/01/2018,28,19,28,18,1,2018
19/01/2018,27,19,27,19,1,2018
20/01/2018,26,19,26,20,1,2018
21/01/2018,25,19,25,21,1,2018
22/01/2018,25,20,25,22,1,2018
23/01/2018,24,18,24,23,1,2018
24/01/2018,25,17,25,24,1,2018
25/01/2018,25,19,25,25,1,2018
26/01/2018,25,19,25,26,1,2018
27/01/2018,26,19,26,27,1,2018
28/01/2018,26,19,26,28,1,2018
29/01/2018,26,19,26,29,1,2018
30/01/2018,28,20,28,30,1,2018
31/01/2018,27,20,27,31,1,2018
01/02/2018,27,21,27,1,2,2018
02/02/2018,27,20,27,2,2,2018
03/02/2018,27,20,27,3,2,2018
04/02/2018,26,20,26,4,2,2018
05/02/2018,26,19,26,5,2,2018
06/02/2018,28,19,28,6,2,2018
07/02/2018,27,19,27,7,2,2018
08/02/2018,27,19,27,8,2,2018
09/02/2018,26,19,26,9,2,2018
10/02/2018,26,20,26,10,2,2018
11/02/2018,25,20,25,11,2,2018
12/02/2018,25,20,25,12,2,2018
13/02/2018,26,20,26,13,2,2018
14/02/2018,29,21,29,14,2,2018
15/02/2018,29,21,29,15,2,2018
16/02/2018,29,21,29,16,2,2018
17/02/2018,30,23,30,17,2,2018
18/02/2018,30,23,30,18,2,2018
19/02/2018,30,23,30,19,2,2018
20/02/2018,30,22,30,20,2,2018
21/02/2018,29,22,29,21,2,2018
22/02/2018,29,22,29,22,2,2018
23/02/2018,29,22,29,23,2,2018
24/02/2018,29,22,29,24,2,2018
25/02/2018,32,22,32,25,2,2018
26/02/2018,31,25,31,26,2,2018
27/02/2018,31,25,31,27,2,2018
28/02/2018,31,24,31,28,2,2018
01/03/2018,31,24,31,1,3,2018
02/03/2018,31,24,31,2,3,2018
03/03/2018,30,23,30,3,3,2018
04/03/2018,29,23,29,4,3,2018
05/03/2018,32,23,32,5,3,2018
06/03/2018,32,23,32,6,3,2018
07/03/2018,33,25,33,7,3,2018
08/03/2018,33,25,33,8,3,2018
09/03/2018,31,24,31,9,3,2018
10/03/2018,30,23,30,10,3,2018
11/03/2018,30,23,30,11,3,2018
12/03/2018,31,22,31,12,3,2018
13/03/2018,31,22,31,13,3,2018
14/03/2018,30,24,30,14,3,2018
15/03/2018,31,24,31,15,3,2018
16/03/2018,31,24,31,16,3,2018
17/03/2018,30,23,30,17,3,2018
18/03/2018,28,22,28,18,3,2018
19/03/2018,29,23,29,19,3,2018
20/03/2018,29,23,29,20,3,2018
21/03/2018,31,23,31,21,3,2018
22/03/2018,30,23,30,22,3,2018
23/03/2018,31,23,31,23,3,2018
24/03/2018,31,23,31,24,3,2018
25/03/2018,35,26,35,25,3,2018
26/03/2018,36,26,36,26,3,2018
27/03/2018,34,26,34,27,3,2018
28/03/2018,38,25,38,28,3,2018
29/03/2018,31,25,31,29,3,2018
30/03/2018,34,24,34,30,3,2018
31/03/2018,31,26,31,31,3,2018
01/04/2018,33,24,33,1,4,2018
02/04/2018,33,24,33,2,4,2018
03/04/2018,33,24,33,3,4,2018
04/04/2018,34,23,34,4,4,2018
05/04/2018,33,23,33,5,4,2018
06/04/2018,33,24,33,6,4,2018
07/04/2018,34,24,34,7,4,2018
08/04/2018,34,23,34,8,4,2018
09/04/2018,34,24,34,9,4,2018
10/04/2018,35,26,35,10,4,2018
11/04/2018,37,28,37,11,4,2018
12/04/2018,38,28,38,12,4,2018
13/04/2018,34,27,34,13,4,2018
14/04/2018,35,28,35,14,4,2018
15/04/2018,35,28,35,15,4,2018
16/04/2018,36,27,36,16,4,2018
17/04/2018,35,26,35,17,4,2018
18/04/2018,37,28,37,18,4,2018
19/04/2018,35,28,35,19,4,2018
20/04/2018,36,26,36,20,4,2018
21/04/2018,35,26,35,21,4,2018
22/04/2018,36,25,36,22,4,2018
23/04/2018,36,27,36,23,4,2018
24/04/2018,35,27,35,24,4,2018
25/04/2018,33,27,33,25,4,2018
26/04/2018,34,27,34,26,4,2018
27/04/2018,35,27,35,27,4,2018
28/04/2018,35,27,35,28,4,2018
29/04/2018,35,28,35,29,4,2018
30/04/2018,35,28,35,30,4,2018
01/05/2018,36,28,36,1,5,2018
02/05/2018,36,29,36,2,5,2018
03/05/2018,40,29,40,3,5,2018
04/05/2018,38,30,38,4,5,2018
05/05/2018,35,28,35,5,5,2018
06/05/2018,34,28,34,6,5,2018
07/05/2018,33,28,33,7,5,2018
08/05/2018,34,28,34,8,5,2018
09/05/2018,34,27,34,9,5,2018
10/05/2018,34,27,34,10,5,2018
11/05/2018,35,28,35,11,5,2018
12/05/2018,35,28,35,12,5,2018
13/05/2018,35,28,35,13,5,2018
14/05/2018,36,28,36,14,5,2018
15/05/2018,36,28,36,15,5,2018
16/05/2018,35,28,35,16,5,2018
17/05/2018,39,29,39,17,5,2018
18/05/2018,37,30,37,18,5,2018
19/05/2018,39,30,39,19,5,2018
20/05/2018,40,28,40,20,5,2018
21/05/2018,41,32,41,21,5,2018
22/05/2018,41,32,41,22,5,2018
23/05/2018,40,31,40,23,5,2018
24/05/2018,37,29,37,24,5,2018
25/05/2018,39,30,39,25,5,2018
26/05/2018,38,29,38,26,5,2018
27/05/2018,37,30,37,27,5,2018
28/05/2018,37,29,37,28,5,2018
29/05/2018,42,29,42,29,5,2018
30/05/2018,43,32,43,30,5,2018
31/05/2018,37,30,37,31,5,2018
01/06/2018,35,29,35,1,6,2018
02/06/2018,35,28,35,2,6,2018
03/06/2018,34,28,34,3,6,2018
04/06/2018,34,28,34,4,6,2018
05/06/2018,34,29,34,5,6,2018
06/06/2018,34,29,34,6,6,2018
07/06/2018,34,29,34,7,6,2018
08/06/2018,34,29,34,8,6,2018
09/06/2018,35,29,35,9,6,2018
10/06/2018,37,30,37,10,6,2018
11/06/2018,35,29,35,11,6,2018
12/06/2018,33,30,33,12,6,2018
13/06/2018,34,29,34,13,6,2018
14/06/2018,33,29,33,14,6,2018
15/06/2018,33,29,33,15,6,2018
16/06/2018,33,29,33,16,6,2018
17/06/2018,33,29,33,17,6,2018
18/06/2018,34,29,34,18,6,2018
19/06/2018,36,29,36,19,6,2018
20/06/2018,34,29,34,20,6,2018
21/06/2018,34,28,34,21,6,2018
22/06/2018,34,29,34,22,6,2018
23/06/2018,35,29,35,23,6,2018
24/06/2018,34,29,34,24,6,2018
25/06/2018,34,29,34,25,6,2018
26/06/2018,34,29,34,26,6,2018
27/06/2018,36,29,36,27,6,2018
28/06/2018,36,29,36,28,6,2018
29/06/2018,38,30,38,29,6,2018
30/06/2018,35,31,35,30,6,2018
01/07/2018,34,30,34,1,7,2018
02/07/2018,34,30,34,2,7,2018
03/07/2018,32,30,32,3,7,2018
04/07/2018,31,29,31,4,7,2018
05/07/2018,33,30,33,5,7,2018
06/07/2018,33,29,33,6,7,2018
07/07/2018,33,29,33,7,7,2018
08/07/2018,33,29,33,8,7,2018
09/07/2018,32,29,32,9,7,2018
10/07/2018,31,29,31,10,7,2018
11/07/2018,32,29,32,11,7,2018
12/07/2018,31,29,31,12,7,2018
13/07/2018,31,29,31,13,7,2018
14/07/2018,33,29,33,14,7,2018
15/07/2018,33,28,33,15,7,2018
16/07/2018,32,28,32,16,7,2018
17/07/2018,33,28,33,17,7,2018
18/07/2018,30,28,30,18,7,2018
19/07/2018,33,28,33,19,7,2018
20/07/2018,32,28,32,20,7,2018
21/07/2018,32,28,32,21,7,2018
22/07/2018,31,27,31,22,7,2018
23/07/2018,31,28,31,23,7,2018
24/07/2018,30,27,30,24,7,2018
25/07/2018,29,27,29,25,7,2018
26/07/2018,30,27,30,26,7,2018
27/07/2018,31,27,31,27,7,2018
28/07/2018,31,27,31,28,7,2018
29/07/2018,31,27,31,29,7,2018
30/07/2018,32,27,32,30,7,2018
31/07/2018,30,27,30,31,7,2018
01/08/2018,30,27,30,1,8,2018
02/08/2018,30,27,30,2,8,2018
03/08/2018,30,27,30,3,8,2018
04/08/2018,29,27,29,4,8,2018
05/08/2018,29,27,29,5,8,2018
06/08/2018,30,26,30,6,8,2018
07/08/2018,31,27,31,7,8,2018
08/08/2018,31,27,31,8,8,2018
09/08/2018,30,27,30,9,8,2018
10/08/2018,31,27,31,10,8,2018
11/08/2018,31,27,31,11,8,2018
12/08/2018,30,27,30,12,8,2018
13/08/2018,30,27,30,13,8,2018
14/08/2018,31,27,31,14,8,2018
15/08/2018,31,27,31,15,8,2018
16/08/2018,31,27,31,16,8,2018
17/08/2018,32,27,32,17,8,2018
18/08/2018,30,27,30,18,8,2018
19/08/2018,31,27,31,19,8,2018
20/08/2018,31,27,31,20,8,2018
21/08/2018,31,27,31,21,8,2018
22/08/2018,31,27,31,22,8,2018
23/08/2018,29,27,29,23,8,2018
24/08/2018,30,27,30,24,8,2018
25/08/2018,28,26,28,25,8,2018
26/08/2018,29,26,29,26,8,2018
27/08/2018,29,25,29,27,8,2018
28/08/2018,29,25,29,28,8,2018
29/08/2018,30,26,30,29,8,2018
30/08/2018,29,26,29,30,8,2018
31/08/2018,28,26,28,31,8,2018
01/09/2018,28,26,28,1,9,2018
02/09/2018,28,25,28,2,9,2018
03/09/2018,29,25,29,3,9,2018
04/09/2018,28,25,28,4,9,2018
05/09/2018,28,25,28,5,9,2018
06/09/2018,29,25,29,6,9,2018
07/09/2018,29,25,29,7,9,2018
08/09/2018,30,25,30,8,9,2018
09/09/2018,31,26,31,9,9,2018
10/09/2018,30,26,30,10,9,2018
11/09/2018,29,26,29,11,9,2018
12/09/2018,29,26,29,12,9,2018
13/09/2018,29,26,29,13,9,2018
14/09/2018,28,26,28,14,9,2018
15/09/2018,29,26,29,15,9,2018
16/09/2018,28,25,28,16,9,2018
17/09/2018,29,25,29,17,9,2018
18/09/2018,30,26,30,18,9,2018
19/09/2018,30,26,30,19,9,2018
20/09/2018,30,25,30,20,9,2018
21/09/2018,31,25,31,21,9,2018
22/09/2018,35,26,35,22,9,2018
23/09/2018,34,27,34,23,9,2018
24/09/2018,32,27,32,24,9,2018
25/09/2018,31,26,31,25,9,2018
26/09/2018,31,26,31,26,9,2018
27/09/2018,31,26,31,27,9,2018
28/09/2018,31,27,31,28,9,2018
29/09/2018,31,26,31,29,9,2018
30/09/2018,34,26,34,30,9,2018
01/10/2018,33,27,33,1,10,2018
02/10/2018,33,26,33,2,10,2018
03/10/2018,34,26,34,3,10,2018
04/10/2018,33,27,33,4,10,2018
05/10/2018,34,30,34,5,10,2018
06/10/2018,36,28,36,6,10,2018
07/10/2018,36,30,36,7,10,2018
08/10/2018,35,30,35,8,10,2018
09/10/2018,36,30,36,9,10,2018
10/10/2018,35,31,35,10,10,2018
11/10/2018,38,31,38,11,10,2018
12/10/2018,37,30,37,12,10,2018
13/10/2018,36,31,36,13,10,2018
14/10/2018,33,29,33,14,10,2018
15/10/2018,36,28,36,15,10,2018
16/10/2018,34,29,34,16,10,2018
17/10/2018,35,27,35,17,10,2018
18/10/2018,35,27,35,18,10,2018
19/10/2018,38,27,38,19,10,2018
20/10/2018,36,29,36,20,10,2018
21/10/2018,36,30,36,21,10,2018
22/10/2018,35,30,35,22,10,2018
23/10/2018,32,27,32,23,10,2018
24/10/2018,32,27,32,24,10,2018
25/10/2018,32,27,32,25,10,2018
26/10/2018,34,28,34,26,10,2018
27/10/2018,35,28,35,27,10,2018
28/10/2018,35,29,35,28,10,2018
29/10/2018,35,28,35,29,10,2018
30/10/2018,35,29,35,30,10,2018
31/10/2018,35,28,35,31,10,2018
01/11/2018,35,28,35,1,11,2018
02/11/2018,35,30,35,2,11,2018
03/11/2018,37,29,37,3,11,2018
04/11/2018,33,28,33,4,11,2018
05/11/2018,36,27,36,5,11,2018
06/11/2018,36,28,36,6,11,2018
07/11/2018,33,29,33,7,11,2018
08/11/2018,32,27,32,8,11,2018
09/11/2018,32,27,32,9,11,2018
10/11/2018,32,26,32,10,11,2018
11/11/2018,32,28,32,11,11,2018
12/11/2018,30,28,30,12,11,2018
13/11/2018,31,27,31,13,11,2018
14/11/2018,35,28,35,14,11,2018
15/11/2018,36,28,36,15,11,2018
16/11/2018,33,29,33,16,11,2018
17/11/2018,34,27,34,17,11,2018
18/11/2018,33,26,33,18,11,2018
19/11/2018,36,28,36,19,11,2018
20/11/2018,34,28,34,20,11,2018
21/11/2018,36,27,36,21,11,2018
22/11/2018,34,28,34,22,11,2018
23/11/2018,34,28,34,23,11,2018
24/11/2018,34,26,34,24,11,2018
25/11/2018,31,25,31,25,11,2018
26/11/2018,31,25,31,26,11,2018
27/11/2018,31,26,31,27,11,2018
28/11/2018,35,26,35,28,11,2018
29/11/2018,34,26,34,29,11,2018
30/11/2018,35,25,35,30,11,2018
01/12/2018,31,27,31,1,12,2018
02/12/2018,29,26,29,2,12,2018
03/12/2018,31,24,31,3,12,2018
04/12/2018,33,25,33,4,12,2018
05/12/2018,30,25,30,5,12,2018
06/12/2018,28,23,28,6,12,2018
07/12/2018,30,24,30,7,12,2018
08/12/2018,28,26,28,8,12,2018
09/12/2018,28,24,28,9,12,2018
10/12/2018,30,25,30,10,12,2018
11/12/2018,30,24,30,11,12,2018
12/12/2018,28,21,28,12,12,2018
13/12/2018,27,20,27,13,12,2018
14/12/2018,25,21,25,14,12,2018
15/12/2018,24,18,24,15,12,2018
16/12/2018,24,18,24,16,12,2018
17/12/2018,25,18,25,17,12,2018
18/12/2018,29,20,29,18,12,2018
19/12/2018,26,21,26,19,12,2018
20/12/2018,30,22,30,20,12,2018
21/12/2018,31,22,31,21,12,2018
22/12/2018,29,22,29,22,12,2018
23/12/2018,30,21,30,23,12,2018
24/12/2018,30,20,30,24,12,2018
25/12/2018,26,20,26,25,12,2018
26/12/2018,27,22,27,26,12,2018
27/12/2018,29,22,29,27,12,2018
28/12/2018,26,21,26,28,12,2018
29/12/2018,27,22,27,29,12,2018
30/12/2018,29,22,29,30,12,2018
31/12/2018,30,22,30,31,12,2018
01/01/2019,27,23,27,1,1,2019
02/01/2019,34,23,34,2,1,2019
03/01/2019,29,22,29,3,1,2019
04/01/2019,26,21,26,4,1,2019
05/01/2019,29,22,29,5,1,2019
06/01/2019,25,21,25,6,1,2019
07/01/2019,26,19,26,7,1,2019
08/01/2019,28,21,28,8,1,2019
09/01/2019,28,22,28,9,1,2019
10/01/2019,25,22,25,10,1,2019
11/01/2019,28,22,28,11,1,2019
12/01/2019,27,21,27,12,1,2019
13/01/2019,28,21,28,13,1,2019
14/01/2019,24,18,24,14,1,2019
15/01/2019,26,20,26,15,1,2019
16/01/2019,27,21,27,16,1,2019
17/01/2019,29,23,29,17,1,2019
18/01/2019,32,23,32,18,1,2019
19/01/2019,30,23,30,19,1,2019
20/01/2019,26,23,26,20,1,2019
21/01/2019,24,24,24,21,1,2019
22/01/2019,24,19,24,22,1,2019
23/01/2019,29,20,29,23,1,2019
24/01/2019,26,19,26,24,1,2019
25/01/2019,26,19,26,25,1,2019
26/01/2019,25,21,25,26,1,2019
27/01/2019,26,18,26,27,1,2019
28/01/2019,28,20,28,28,1,2019
29/01/2019,27,20,27,29,1,2019
30/01/2019,24,21,24,30,1,2019
31/01/2019,28,18,28,31,1,2019
01/02/2019,25,18,25,1,2,2019
02/02/2019,25,17,25,2,2,2019
03/02/2019,25,19,25,3,2,2019
04/02/2019,27,19,27,4,2,2019
05/02/2019,26,21,26,5,2,2019
06/02/2019,24,20,24,6,2,2019
07/02/2019,22,16,22,7,2,2019
08/02/2019,26,17,26,8,2,2019
09/02/2019,24,17,24,9,2,2019
10/02/2019,28,20,28,10,2,2019
11/02/2019,28,20,28,11,2,2019
12/02/2019,28,21,28,12,2,2019
13/02/2019,29,22,29,13,2,2019
14/02/2019,27,21,27,14,2,2019
15/02/2019,32,22,32,15,2,2019
16/02/2019,30,23,30,16,2,2019
17/02/2019,27,21,27,17,2,2019
18/02/2019,25,21,25,18,2,2019
19/02/2019,26,22,26,19,2,2019
20/02/2019,25,22,25,20,2,2019
21/02/2019,27,22,27,21,2,2019
22/02/2019,27,21,27,22,2,2019
23/02/2019,28,22,28,23,2,2019
24/02/2019,29,21,29,24,2,2019
25/02/2019,27,22,27,25,2,2019
26/02/2019,27,22,27,26,2,2019
27/02/2019,27,20,27,27,2,2019
28/02/2019,26,21,26,28,2,2019
